Title,Rating,M.R.P(₹),Price(₹),Discount,URL
"MSI Geforce RTX 4070 Super 12G Gaming X Slim White Graphic Card - Nvidia Geforce RTX 4070 Super Gpu, 12Gb Gddr6X 192-Bit Memory, 21 Gbps, Pci Express 4 Interface, Upto 2640 Mhz, Torx Fan 5.0 - Pci_E",4.6 out of 5 stars,"1,22,999","99,949",19 %,https://www.amazon.in/MSI-Geforce-Super-Gaming-Graphic/dp/B0CQRTXCNY/ref=sr_1_154?dib=eyJ2IjoiMSJ9.HmgFRvYnAS0HmN0625jdLk0e4lr6FKWXeGmu_v_INGC1p4A8DnOyjyBvdNLINAq17aisfROMoKG-1p-ea0Wr94R1Rmf3WCHcjhfYZY01GwEkHqWpptq4TszYRnXQ_WQeNXriL4vbRhUYz3nnArHOYPtuSGjadVK0uqstSriqsYRfehEtxQnF9ns6cHRItp3N82JFdk6ECEooeBWKrhRMTvJoR_2QGq9OdZquBnkXeVo.ma2O5oZICDzd5BwDsEW6E4RI6EbwYeSV0ELjJLlHk1Y&dib_tag=se&keywords=GPU&qid=1763012203&sr=8-154
"RX 580 8GB Graphics Card, 2048SP GDDR5 256 Bit GPU, PCIE 3.0 Gaming Video Card, Dual Fans Cooling, Gaming Card with HDMI/DP/DVI Ports, Desktop Graphics, GPU Video Card for Desktop Computer",4.2 out of 5 stars,,"18,613",3 %,https://www.amazon.in/Mllse-Graphics-Cooling-Desktop-Computer/dp/B0DQ8F8D9Z/ref=sr_1_155?dib=eyJ2IjoiMSJ9.HmgFRvYnAS0HmN0625jdLk0e4lr6FKWXeGmu_v_INGC1p4A8DnOyjyBvdNLINAq17aisfROMoKG-1p-ea0Wr94R1Rmf3WCHcjhfYZY01GwEkHqWpptq4TszYRnXQ_WQeNXriL4vbRhUYz3nnArHOYPtuSGjadVK0uqstSriqsYRfehEtxQnF9ns6cHRItp3N82JFdk6ECEooeBWKrhRMTvJoR_2QGq9OdZquBnkXeVo.ma2O5oZICDzd5BwDsEW6E4RI6EbwYeSV0ELjJLlHk1Y&dib_tag=se&keywords=GPU&qid=1763012203&sr=8-155
"Z0TAC Gaming GeForce RTX 3060 TI AMP White Edition 8GB GDDR6 192-Bit PCIe 4.0 GPU, IceStorm 2.0 Cooling, 1867 MHz Boost Clock, Ray Tracing & DLSS, VR Ready Graphics Card (Pre-Owned)",No Rating Available,"87,100","24,999",71 %,https://www.amazon.in/GeForce-192-Bit-IceStorm-Graphics-Pre-Owned/dp/B0FPDKR168/ref=sr_1_156?dib=eyJ2IjoiMSJ9.HmgFRvYnAS0HmN0625jdLk0e4lr6FKWXeGmu_v_INGC1p4A8DnOyjyBvdNLINAq17aisfROMoKG-1p-ea0Wr94R1Rmf3WCHcjhfYZY01GwEkHqWpptq4TszYRnXQ_WQeNXriL4vbRhUYz3nnArHOYPtuSGjadVK0uqstSriqsYRfehEtxQnF9ns6cHRItp3N82JFdk6ECEooeBWKrhRMTvJoR_2QGq9OdZquBnkXeVo.ma2O5oZICDzd5BwDsEW6E4RI6EbwYeSV0ELjJLlHk1Y&dib_tag=se&keywords=GPU&qid=1763012203&sr=8-156
Ant Esports GCB70 ARGB GPU Holder & Anti-Sag Bracket with Built-in ARGB Strip (Black),3.6 out of 5 stars,"1,599",999,38 %,https://www.amazon.in/Ant-Esports-GCB70-Anti-Sag-Black/dp/B0DP7GP37Y/ref=sr_1_157?dib=eyJ2IjoiMSJ9.HmgFRvYnAS0HmN0625jdLk0e4lr6FKWXeGmu_v_INGC1p4A8DnOyjyBvdNLINAq17aisfROMoKG-1p-ea0Wr94R1Rmf3WCHcjhfYZY01GwEkHqWpptq4TszYRnXQ_WQeNXriL4vbRhUYz3nnArHOYPtuSGjadVK0uqstSriqsYRfehEtxQnF9ns6cHRItp3N82JFdk6ECEooeBWKrhRMTvJoR_2QGq9OdZquBnkXeVo.ma2O5oZICDzd5BwDsEW6E4RI6EbwYeSV0ELjJLlHk1Y&dib_tag=se&keywords=GPU&qid=1763012203&sr=8-157
Zyvola 12GB GDDR6X Gaming Graphics Card - High-Performance GPU for Immersive PC Gaming Experiences,No Rating Available,"4,05,122","3,24,097
.",20 %,https://www.amazon.in/Zyvola-12GB-GDDR6X-Gaming-Graphics/dp/B0FS6ZTSQ6/ref=sr_1_158?dib=eyJ2IjoiMSJ9.HmgFRvYnAS0HmN0625jdLk0e4lr6FKWXeGmu_v_INGC1p4A8DnOyjyBvdNLINAq17aisfROMoKG-1p-ea0Wr94R1Rmf3WCHcjhfYZY01GwEkHqWpptq4TszYRnXQ_WQeNXriL4vbRhUYz3nnArHOYPtuSGjadVK0uqstSriqsYRfehEtxQnF9ns6cHRItp3N82JFdk6ECEooeBWKrhRMTvJoR_2QGq9OdZquBnkXeVo.ma2O5oZICDzd5BwDsEW6E4RI6EbwYeSV0ELjJLlHk1Y&dib_tag=se&keywords=GPU&qid=1763012203&sr=8-158
PCI-E Riser Express Cable 1X to 16X Graphics Extension for GPU Mining,3.8 out of 5 stars,"3,600",299,92 %,https://www.amazon.in/Layyon-Express-Graphics-Extension-Mining/dp/B095J2QQ5J/ref=sr_1_159?dib=eyJ2IjoiMSJ9.HmgFRvYnAS0HmN0625jdLk0e4lr6FKWXeGmu_v_INGC1p4A8DnOyjyBvdNLINAq17aisfROMoKG-1p-ea0Wr94R1Rmf3WCHcjhfYZY01GwEkHqWpptq4TszYRnXQ_WQeNXriL4vbRhUYz3nnArHOYPtuSGjadVK0uqstSriqsYRfehEtxQnF9ns6cHRItp3N82JFdk6ECEooeBWKrhRMTvJoR_2QGq9OdZquBnkXeVo.ma2O5oZICDzd5BwDsEW6E4RI6EbwYeSV0ELjJLlHk1Y&dib_tag=se&keywords=GPU&qid=1763012203&sr=8-159
"GeForce RTX 3070 Gaming Graphics Card, 8GB GDDR6, 256-Bit, PCIe 4.0, Triple Fan Cooling, 3X DisplayPort & HDMI, VR-Ready GPU for Gaming & Content Creation, for Desktop PCs",4.4 out of 5 stars,"72,531","68,531",6 %,https://www.amazon.in/GeForce-Graphics-DisplayPort-VR-Ready-Creation/dp/B0F13J47KB/ref=sr_1_160?dib=eyJ2IjoiMSJ9.HmgFRvYnAS0HmN0625jdLk0e4lr6FKWXeGmu_v_INGC1p4A8DnOyjyBvdNLINAq17aisfROMoKG-1p-ea0Wr94R1Rmf3WCHcjhfYZY01GwEkHqWpptq4TszYRnXQ_WQeNXriL4vbRhUYz3nnArHOYPtuSGjadVK0uqstSriqsYRfehEtxQnF9ns6cHRItp3N82JFdk6ECEooeBWKrhRMTvJoR_2QGq9OdZquBnkXeVo.ma2O5oZICDzd5BwDsEW6E4RI6EbwYeSV0ELjJLlHk1Y&dib_tag=se&keywords=GPU&qid=1763012203&sr=8-160
Asrock Challenger Intel Arc A380 Gddr6 6Gb Graphics Card - Pci_E_X16,4.2 out of 5 stars,,"20,030",5 %,https://www.amazon.in/Asrock-Challenger-Intel-GDDR6-Graphics/dp/B0BFD8DSM3/ref=sr_1_161?dib=eyJ2IjoiMSJ9.HmgFRvYnAS0HmN0625jdLk0e4lr6FKWXeGmu_v_INGC1p4A8DnOyjyBvdNLINAq17aisfROMoKG-1p-ea0Wr94R1Rmf3WCHcjhfYZY01GwEkHqWpptq4TszYRnXQ_WQeNXriL4vbRhUYz3nnArHOYPtuSGjadVK0uqstSriqsYRfehEtxQnF9ns6cHRItp3N82JFdk6ECEooeBWKrhRMTvJoR_2QGq9OdZquBnkXeVo.ma2O5oZICDzd5BwDsEW6E4RI6EbwYeSV0ELjJLlHk1Y&dib_tag=se&keywords=GPU&qid=1763012203&sr=8-161
PCIe Power Splitter Adapter Cable 8 Pin Female to Dual 8 Pin Male (6+2) GPU Power Adapter Y Splitter Cable PCIe Express GPU Video Card Power Supply Cables 0.2m (Black+Yellow),4.2 out of 5 stars,600,301,50 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MzQ1MTEyMDQwNjcxMTA6MTc2MzAxMjIwOTpzcF9hdGZfbmV4dDozMDA2NzU1NjAzODMyMzI6OjA6Og&url=%2FCABLESETC-Splitter-Adapter-Female-Express%2Fdp%2FB09Q8YFBWZ%2Fref%3Dsr_1_161_sspa%3Fdib%3DeyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk%26dib_tag%3Dse%26keywords%3DGPU%26qid%3D1763012209%26sr%3D8-161-spons%26aref%3D2kMiIGx3Vb%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=2kMiIGx3Vb&sp_cr=ZAZ
"GeForce RTX 3070 Gaming Graphics Card, 8GB GDDR6, 256-Bit, PCIe 4.0, Triple Fan Cooling, 3X DisplayPort & HDMI, VR-Ready GPU for Gaming & Content Creation, for Desktop PCs",4.4 out of 5 stars,"72,531","68,531",6 %,https://www.amazon.in/GeForce-Graphics-DisplayPort-VR-Ready-Creation/dp/B0F13J47KB/ref=sr_1_162?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-162
"Gigabyte Geforce RTX 4060 Ti Aero Oc 8G Graphics Card, 3X Windforce Fans, 8Gb 128-Bit Gddr6, Gv-N406Taero Oc-8Gd Video Card - Pci_E_X16",4.8 out of 5 stars,"1,49,350","49,438",67 %,https://www.amazon.in/GIGABYTE-Graphics-Windforce-Gv-N406Taero-Pci_E_X16/dp/B0C5C1N668/ref=sr_1_163?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-163
PCI-E Riser Express Cable 1X to 16X Graphics Extension for GPU Mining,3.8 out of 5 stars,"3,600",299,92 %,https://www.amazon.in/Layyon-Express-Graphics-Extension-Mining/dp/B095J2QQ5J/ref=sr_1_164?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-164
MSI GPU + PSU Bundle,No Rating Available,"1,30,998","93,694",28 %,https://www.amazon.in/MSI-GPU-PSU-Bundle/dp/B0FQP65879/ref=sr_1_165?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-165
"Galax GeForce RTX 5070 1-Click OC 12GB GDDR7 GPU Overclockable Graphics Card | DLSS 4, Ray Tracing, PCIe 5.0 | 192-bit, 28Gbps, 8K | HDMI 2.1b & DP 2.1b | Dual 92mm Fans | LED Lighting Effects - White",5.0 out of 5 stars,"99,000","67,259",32 %,https://www.amazon.in/Galax-GeForce-Overclockable-Graphics-Lighting/dp/B0F54S39W5/ref=sr_1_166?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-166
"Radeon RX 5700 XT 8GB Graphics Card GDDR6 2560SP 256bit Computer Graphics Cards GPU PCI-e 4.0 x16 HDMI/DisplayPort*3 Interface, Video Cards AMD for PC Gaming and Office, Support Up to 8K",5.0 out of 5 stars,"39,923","35,923",10 %,https://www.amazon.in/GPVHOSO-5700-Graphics-Card-DisplayPort/dp/B0FC5QFSM8/ref=sr_1_167?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-167
Asrock Challenger Intel Arc A380 Gddr6 6Gb Graphics Card - Pci_E_X16,4.2 out of 5 stars,,"20,030",5 %,https://www.amazon.in/Asrock-Challenger-Intel-GDDR6-Graphics/dp/B0BFD8DSM3/ref=sr_1_168?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-168
"ASUS Tuf Gaming Nvidia Geforce RTX 3060 V2 Oc Edition Graphics Card (Pcie 4.0, 12Gb Gddr6, Hdmi 2.1, Displayport 1.4A, Dual Ball Fan Bearings, Military-Grade Certification, Gpu Tweak Ii) - Pci_E_X16",4.7 out of 5 stars,"1,19,999","69,499",42 %,https://www.amazon.in/ASUS-Buffed-up-Graphics-Warranty-TUF-RTX3060-O12G-V2-GAMING/dp/B0966689N3/ref=sr_1_169?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-169
"Graphics Card, HD7670 GDDR5 4GB 128 Bit PCI Express X16 2.1 1000MHz PC Gaming Video Card, DVI Single Fan Computer GPU Graphics Card",No Rating Available,"21,982.35","9,473
.",57 %,https://www.amazon.in/Graphics-HD7670-Express-1000MHz-Computer/dp/B0BLHRT629/ref=sr_1_170?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-170
Zyvola 12GB GDDR6X Gaming Graphics Card - High-Performance GPU for Immersive PC Gaming Experiences,No Rating Available,"4,05,122","3,24,097
.",20 %,https://www.amazon.in/Zyvola-12GB-GDDR6X-Gaming-Graphics/dp/B0FS6ZTSQ6/ref=sr_1_171?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-171
"GeForce GTX750 Ti 8G Graphics Card, with 4K HDMI 4 Monitor Video Card PC,Computer GPU GDDR5 128 Bit DirectX 12 PCI Express X16 3.0, Low Profile 4 Port Video Cards (GTX750 Ti 8G 4HDMI)",4.2 out of 5 stars,"40,701","36,701",10 %,https://www.amazon.in/Xynsviu-GeForce-GTX750-Graphics-Computer/dp/B0F9SRPXJS/ref=sr_1_172?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-172
ASRock GPU + PSU Bundle,No Rating Available,"52,100","35,545",32 %,https://www.amazon.in/ASRock-GPU-PSU-Bundle/dp/B0FQP88KZ6/ref=sr_1_173?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-173
"MSI Geforce RTX 4070 Super 12G Gaming X Slim White Graphic Card - Nvidia Geforce RTX 4070 Super Gpu, 12Gb Gddr6X 192-Bit Memory, 21 Gbps, Pci Express 4 Interface, Upto 2640 Mhz, Torx Fan 5.0 - Pci_E",4.6 out of 5 stars,"1,22,999","99,949",19 %,https://www.amazon.in/MSI-Geforce-Super-Gaming-Graphic/dp/B0CQRTXCNY/ref=sr_1_174?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-174
ASRock GPU + PSU Bundle,No Rating Available,,No Price found,1 %,https://www.amazon.in/ASRock-GPU-PSU-Bundle/dp/B0FQP5X5Y9/ref=sr_1_175?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-175
"maxsun AMD Radeon RX 550 4GB GDDR5 ITX Computer PC Gaming Video Graphics Card GPU HDPC Low Profile 128-Bit DirectX 12 PCI Express X16 3.0, HDMI, DisplayPort",4.2 out of 5 stars,"24,441","19,553",20 %,https://www.amazon.in/maxsun-RX-550-Computer-DisplayPort/dp/B09SKZSDRT/ref=sr_1_176?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-176
"Hilitand Graphics Card, 8MB 32Bit VGA Video Card, PCI Low Graphics Card for Rage XL, Compatible with 64?bit PCI?X Slot",4.2 out of 5 stars,"3,000","1,500",50 %,https://www.amazon.in/Hilitand-Graphics-32Bit-Profile-Compatible/dp/B08NT2QF9T/ref=sr_1_177?dib=eyJ2IjoiMSJ9.DfUj7eBQo5ZYbpx0REa7y7aHMNSuIZ8sFLc73H8Xi9SrIhVoTdRedj1bwpUEhmfz2LIDt2gKPteFY6eRAg8bi705IEUAsER6oYxHStuk9BokWqiL2a1GyhK-yspl1ah3B8gMCBwuUfaaJWxLUlmgGOkSPCZv66pCmXLkZgZ5fhhW3HvNxRDvr_Anf5o-FxN2Lpdurmw6lkSQUOeEoy1zCVaaNBF94XNrC9YDH-kosBA.BzDTjaosLGGHbS4q8ssNeH22E_G530pvyjwIk6mhONk&dib_tag=se&keywords=GPU&qid=1763012209&sr=8-177
PCIe Power Splitter Adapter Cable 8 Pin Female to Dual 8 Pin Male (6+2) GPU Power Adapter Y Splitter Cable PCIe Express GPU Video Card Power Supply Cables 0.2m (Black+Yellow),4.2 out of 5 stars,600,301,50 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTYyNTQ5MTE3MzY1MTAzOjE3NjMwMTIyMTU6c3BfYXRmX25leHQ6MzAwNjc1NTYwMzgzMjMyOjowOjo&url=%2FCABLESETC-Splitter-Adapter-Female-Express%2Fdp%2FB09Q8YFBWZ%2Fref%3Dsr_1_177_sspa%3Fdib%3DeyJ2IjoiMSJ9.w7Li_wv76FfxPnj5szcXsQULHAaWwn4MakYrPhSuctMk_aqkTBzUUBJt3QmRX2h2dUnqrwDKr-0yEY9Zri8Pif_d5o3H3kLxcOgfq9jTJvvvUK84nUDqAcTSjAs-PLaE5EuILNq5IHzGUHW2EPGzflxyYhbjt9zkLzbi459QWczk81NoUTB5y41vNvr2JtS1NsUQ2OD_tnhONsm3OV7Rtta6jOLRntwzolr15I10VXw.0nCwrGWyDEDC4a1hGveLcqkBs8jXmqrb7wIiJSstiow%26dib_tag%3Dse%26keywords%3DGPU%26qid%3D1763012215%26sr%3D8-177-spons%26aref%3D2kMiIGx3Vb%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=2kMiIGx3Vb&sp_cr=ZAZ
"GIGABYTE Radeon RX 6600 XT Gaming OC PRO 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, (GV-R66XTGAMINGOC PRO-8GD)",4.6 out of 5 stars,,No Price found,0 %,https://www.amazon.in/GIGABYTE-Graphics-WINDFORCE-GV-R66XTGAMINGOC-PRO-8GD/dp/B09BWXSVHY/ref=sr_1_178?dib=eyJ2IjoiMSJ9.w7Li_wv76FfxPnj5szcXsQULHAaWwn4MakYrPhSuctMk_aqkTBzUUBJt3QmRX2h2dUnqrwDKr-0yEY9Zri8Pif_d5o3H3kLxcOgfq9jTJvvvUK84nUDqAcTSjAs-PLaE5EuILNq5IHzGUHW2EPGzflxyYhbjt9zkLzbi459QWczk81NoUTB5y41vNvr2JtS1NsUQ2OD_tnhONsm3OV7Rtta6jOLRntwzolr15I10VXw.0nCwrGWyDEDC4a1hGveLcqkBs8jXmqrb7wIiJSstiow&dib_tag=se&keywords=GPU&qid=1763012215&sr=8-178
"Radeon RX 550 LP pci_e_x8 Graphics Card, Low Profile 4GB GDDR5 Small Form Factor Video Card for Gaming 4K Display Desktop/Mini PC SFF Video Card (RX 550 4GB Low Profile)",4.3 out of 5 stars,"44,140.20","15,025",66 %,https://www.amazon.in/51RISC-RX-550-Low-Profile/dp/B0BNDNDZS6/ref=sr_1_179?dib=eyJ2IjoiMSJ9.w7Li_wv76FfxPnj5szcXsQULHAaWwn4MakYrPhSuctMk_aqkTBzUUBJt3QmRX2h2dUnqrwDKr-0yEY9Zri8Pif_d5o3H3kLxcOgfq9jTJvvvUK84nUDqAcTSjAs-PLaE5EuILNq5IHzGUHW2EPGzflxyYhbjt9zkLzbi459QWczk81NoUTB5y41vNvr2JtS1NsUQ2OD_tnhONsm3OV7Rtta6jOLRntwzolr15I10VXw.0nCwrGWyDEDC4a1hGveLcqkBs8jXmqrb7wIiJSstiow&dib_tag=se&keywords=GPU&qid=1763012215&sr=8-179
