Title,Rating,M.R.P(₹),Price(₹),Discount,URL
INNO3D Nvidia Geforce RTX 3050 6Gb Twin X2 Gddr6 96-Bit Pci-E 4.0 Integrated Gaming Graphics Card - N30502-06D6-1711Va60,4.5 out of 5 stars,"26,460","16,001",40 %,https://www.amazon.in/INNO3D-Nvidia-Geforce-Integrated-Graphics/dp/B0D1Y5LXKK/ref=sr_1_72?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-72
"ASRock Rx7600 Sl 8Go AMD Radeon Rx 7600 Steel Legend 8Gb Oc Graphics Card - Pci_E_X8, Gddr6",4.5 out of 5 stars,"37,000","29,729",20 %,https://www.amazon.in/ASRock-RX7600-SL-8GO-Graphics/dp/B0C6HTVV52/ref=sr_1_73?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-73
"GIGABYTE NVIDIA Geforce RTX 4060 Windforce OC Graphics Card | 8GB GDDR6 |128-Bit, pci_e_x16 4.0 | 2475Mhz Core Clock | 2X DP 1.4, 2X HDMI 2.1A, NVIDIA DLSS 3 | GV-N4060WF2OC-8GD",4.7 out of 5 stars,"90,000","32,999",63 %,https://www.amazon.in/Gigabyte-GeForce-WINDFORCE-Graphics-GV-N4060WF2OC-8GD/dp/B0C8JZNLZL/ref=sr_1_74?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-74
"GIGABYTE NVIDIA Geforce RTX 4060 Windforce OC Graphics Card - 8GB GDDR6, 128-Bit, pci_e_x16 4.0, 2475Mhz Core Clock, 2X DP 1.4, 2X HDMI 2.1A, NVIDIA DLSS 3 - GV-N4060WF2OC-8GD",4.6 out of 5 stars,"90,000","31,990",64 %,https://www.amazon.in/GIGABYTE-NVIDIA-GeForce-WINDFORCE-Graphics/dp/B0C8ZQTRD7/ref=sr_1_75?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-75
"PowerColor Fighter RX6500XT Graphics Card, 8GB GDDR6",4.5 out of 5 stars,"23,100","18,509",20 %,https://www.amazon.in/PowerColor-Fighter-Radeon-GDDR6-Graphics/dp/B0CPKNCZGX/ref=sr_1_76?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-76
"Zotac Gaming Geforce GT 710 DDR3 2GB 64Bit Pcie 2.0 DDR3 Sdram Graphics Card with Fansink,Integrated Geforce Experience & 5 Years Warranty (2 Years Warranty + 3 Years Extended Warranty)",4.1 out of 5 stars,"6,383","3,349",48 %,https://www.amazon.in/Zotac-GT-710-Graphics-Experience/dp/B088X1NTB4/ref=sr_1_77?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-77
Sapphire Pulse AMD Radeon™ RX 9060 XT Gaming OC 8GB Dual HDMI/DP,4.4 out of 5 stars,"63,750","35,990",44 %,https://www.amazon.in/Sapphire-Pulse-RadeonTM-9060-Gaming/dp/B0F8C4XHGB/ref=sr_1_78?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-78
"MSI GeForce RTX 5060 8G Gaming OC Graphic Card - NVIDIA GeForce RTX 5060 GPU, 8GB GDDR7 128-bit Memory, 28 Gbps, PCI Express Gen 5 x16 Interface, Upto 2625 MHz, STORMFORCE Fan",3.8 out of 5 stars,"64,999","40,119",38 %,https://www.amazon.in/MSI-RTX-5060-8G-OC/dp/B0972C4MS9/ref=sr_1_79?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-79
"Radeon RX 590 GME Graphics Card, 8GB GDDR5 2304SP 256bit 1340MHz GPU Computer Graphics Cards, HDMI DP DVI Interface, Support Up to 8K Video Cards for PC",4.6 out of 5 stars,"22,846","17,499",23 %,https://www.amazon.in/SHOWKINGS-RX-590-8GB-Interface/dp/B0D6Y9QQ75/ref=sr_1_80?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-80
"MSI GeForce RTX 5090 32G Ventus 3X OC Graphic Card - NVIDIA GeForce RTX 5090 GPU, 32GB GDDR7 512-bit Memory, 28 Gbps, PCI Express Gen 5 Interface, Upto 2437 MHz, TORX Fan 5.0",4.2 out of 5 stars,"4,35,525","3,26,469",25 %,https://www.amazon.in/MSI-GeForce-5090-Ventus-Graphic/dp/B0DT6S77JK/ref=sr_1_81?dib=eyJ2IjoiMSJ9.jRNQlb8_pg3jozz5SiP9MsFyjW7FVi4A2O7urStL723DlqA0QgxFO4qvEmgW1bteBPd0i8gF62qZduwtVXEorIzMh_DHF9FRpH7jNADgIl1iQQJCtfXYUXMMJoULCrM4_Z8ZLE0E4BHumatCfuMyEGvmHceGT4u9lHIIcxUsW3A2Tqd4zDsjSwMhgfWwxh6LVUlgSKDoljP0HiW9YPVcX8i-bImMU56Au96U-AWHk1A.UsMTEQ8agPnQwW5mqgr92StK2sSk6pE2YngfxhzfgoM&dib_tag=se&keywords=GPU&qid=1763012175&sr=8-81
PCIe Power Splitter Adapter Cable 8 Pin Female to Dual 8 Pin Male (6+2) GPU Power Adapter Y Splitter Cable PCIe Express GPU Video Card Power Supply Cables 0.2m (Black+Yellow),4.2 out of 5 stars,600,301,50 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODIwNzE2MjQxOTM0MjQ3OjE3NjMwMTIxODE6c3BfYXRmX25leHQ6MzAwNjc1NTYwMzgzMjMyOjowOjo&url=%2FCABLESETC-Splitter-Adapter-Female-Express%2Fdp%2FB09Q8YFBWZ%2Fref%3Dsr_1_81_sspa%3Fdib%3DeyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE%26dib_tag%3Dse%26keywords%3DGPU%26qid%3D1763012181%26sr%3D8-81-spons%26aref%3D2kMiIGx3Vb%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=2kMiIGx3Vb&sp_cr=ZAZ
"MSI GeForce RTX 5070 12G Ventus 2X OC White Graphic Card - NVIDIA GeForce RTX 5070 GPU, 12GB GDDR7 192-bit Memory, 28 Gbps, PCI Express Gen 5 Interface, Upto 2542 MHz, TORX Fan 5.0",4.6 out of 5 stars,"1,17,999","85,279",28 %,https://www.amazon.in/MSI-GeForce-Ventus-White-Graphic/dp/B0DX7L67J9/ref=sr_1_82?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-82
"MSI GeForce RTX 5060 Ti 8G Inspire 2X OC Graphic Card - NVIDIA GeForce RTX 5060 Ti GPU, 8GB GDDR7 128-bit Memory, 28 Gbps, PCI Express Gen 5 x16 Interface, Upto 2617 MHz, STORMFORCE Fan",No Rating Available,"99,999","52,219",48 %,https://www.amazon.in/MSI-GeForce-8G-2X-OC/dp/B096Z9BPFF/ref=sr_1_83?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-83
"Zotac Gaming Geforce GT 710 DDR3 2GB 64Bit Pcie 2.0 DDR3 Sdram Graphics Card with Fansink,Integrated Geforce Experience & 5 Years Warranty (2 Years Warranty + 3 Years Extended Warranty)",4.1 out of 5 stars,"6,383","3,349",48 %,https://www.amazon.in/Zotac-GT-710-Graphics-Experience/dp/B088X1NTB4/ref=sr_1_84?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-84
PowerColor GPU + PSU Bundle,No Rating Available,"11,698","5,843",50 %,https://www.amazon.in/PowerColor-GPU-PSU-Bundle/dp/B0FQP72SJ7/ref=sr_1_85?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-85
Galax GeForce GT 730 4GB DDR3 128-bit LP (Low Profile) HDMI/DVI/VGA - 73GQF8HX00HD,4.1 out of 5 stars,"9,000","6,539",27 %,https://www.amazon.in/Galax-GeForce-DDR3-128-bit-Profile/dp/B0BXLDR2WQ/ref=sr_1_86?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-86
ZOTAC Gaming GeForce RTX 3050 Twin Edge Graphics Card - Black | 6 GB | DLSS | GDDR6 | 96 bit | Dual Fan | SFF Ready | ZT-A30510H-10L,3.6 out of 5 stars,"27,750","16,989",39 %,https://www.amazon.in/ZOTAC-Gaming-GeForce-3050-Graphics/dp/B0DKFSHZHD/ref=sr_1_87?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-87
"MSI Geforce RTX 5070 12G Gaming Trio OC Graphic Card - NVIDIA Geforce RTX 5070 GPU, 12GB GDDR7 192-Bit Memory, 28 Gbps, PCI_e Gen 5 Interface, Upto 2610 Mhz, STORMFORCE Fan",4.7 out of 5 stars,"1,40,000","82,599",41 %,https://www.amazon.in/MSI-Geforce-5070-Gaming-Graphic/dp/B0DX7GSX7B/ref=sr_1_88?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-88
"MSI GeForce RTX 5070 Ti 16G Inspire 3X OC Graphic Card - NVIDIA GeForce RTX 5070 Ti GPU, 16GB GDDR7 256-bit Memory, 28 Gbps, PCI Express Gen 5 Interface, Upto 2482 MHz, STORMFORCE Fan",4.4 out of 5 stars,"1,69,999","1,07,189",37 %,https://www.amazon.in/MSI-GeForce-5070-Inspire-Graphic/dp/B0DZD7L7X6/ref=sr_1_89?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-89
"Gigabyte Ge Force RTX 4060 Gaming OC 8G Graphics Card, PCI_E 3X Wind Force Fans, 8GB 128-Bit GDDR6, GV-N4060GAMING OC-8GD Video Card",4.7 out of 5 stars,"1,00,000","34,600",65 %,https://www.amazon.in/Gigabyte-Graphics-128-Bit-GV-N4060GAMING-OC-8GD/dp/B0C8KQRH32/ref=sr_1_90?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-90
Sapphire Pulse AMD Radeon™ RX 9060 XT Gaming OC 8GB Dual HDMI/DP,4.4 out of 5 stars,"63,750","35,990",44 %,https://www.amazon.in/Sapphire-Pulse-RadeonTM-9060-Gaming/dp/B0F8C4XHGB/ref=sr_1_91?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-91
"PowerColor Fighter RX6500XT Graphics Card, 8GB GDDR6",4.5 out of 5 stars,"23,100","18,509",20 %,https://www.amazon.in/PowerColor-Fighter-Radeon-GDDR6-Graphics/dp/B0CPKNCZGX/ref=sr_1_92?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-92
"MSI GeForce RTX 5060 Ti 8G Gaming Trio OC Graphic Card - NVIDIA GeForce RTX 5060 Ti GPU, 8GB GDDR7 128-bit Memory, 28 Gbps, PCI Express Gen 5 x16 Interface, Upto 2647 MHz, STORMFORCE Fan",No Rating Available,,No Price found,1 %,https://www.amazon.in/MSI-GeForce-8G-OC-Graphic/dp/B096Z886F8/ref=sr_1_93?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-93
"MSI GeForce GT 730 ddr3_sdram pci_e_x4 4GB Graphics Card - 4GB DDR3, PCI Express 2.0, DVI-D x1, D-SUB x1, HDMI 1.4a x1 (N730K-4GD3/OCV1)",3.5 out of 5 stars,"10,399","7,995",23 %,https://www.amazon.in/MSI-GeForce-ddr3_sdram-pci_e_x4-Graphics/dp/B09TZZHTTL/ref=sr_1_94?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-94
GIGABYTE GPU + PSU Bundle,No Rating Available,"61,499","18,455",70 %,https://www.amazon.in/GIGABYTE-GPU-PSU-Bundle/dp/B0FQP42DTW/ref=sr_1_95?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-95
Amazon Basics Gt 710 Pci_e_x8 gddr3 Graphics Card | 954 Mhz Core Clock | 5010 Mhz Memory Clock | 2 Gb Memory (Geforce Chipset),3.8 out of 5 stars,"14,399","3,379",77 %,https://www.amazon.in/Amazon-Pci_e_x8-Graphics-Geforce-Chipset/dp/B0D7951F7F/ref=sr_1_96?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-96
"MSI Geforce RTX 5080 16G Ventus 3X OC Plus Graphic Card -pci_e NVIDIA Geforce RTX 5080 GPU, 16GB GDDR7 256-Bit Memory, 30 Gbps, PCI Express Gen 5 Interface, Upto 2640 Mhz, TORX Fan 5.0",4.6 out of 5 stars,"2,99,999","1,62,409",46 %,https://www.amazon.in/MSI-Geforce-Graphic-256-Bit-Interface/dp/B0BSN91TGK/ref=sr_1_97?dib=eyJ2IjoiMSJ9.LN9Jn4l2_wAyKz122yVcgByY43WIELFwd5tZ7Kqqzs4W7l_cdUA3XnkwzH7vSTIlTgZxwSLeLpSc7Q0yg8fDDSefVcQadhD3R-WNHiCxOuR70h8gR__QEHx3eynebikKYSqqPjBTPkFGZv0MukcryouOmol3sNDfZIUczEI5FjLqG8b71OGRbXL8xwrF4uGDCpp42V1uNgs7If9mJk2EJ6AgiC-uJarjxX6niJNi2So.gL81Baw7jDQ6mpGnAKfLEqAPYuDBAF8UUCfiaWULNSE&dib_tag=se&keywords=GPU&qid=1763012181&sr=8-97
PCIe Power Splitter Adapter Cable 8 Pin Female to Dual 8 Pin Male (6+2) GPU Power Adapter Y Splitter Cable PCIe Express GPU Video Card Power Supply Cables 0.2m (Black+Yellow),4.2 out of 5 stars,600,301,50 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTc3MTQ0MjI0NjQ2NTU6MTc2MzAxMjE4NjpzcF9hdGZfbmV4dDozMDA2NzU1NjAzODMyMzI6OjA6Og&url=%2FCABLESETC-Splitter-Adapter-Female-Express%2Fdp%2FB09Q8YFBWZ%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.JkNjUbvs5QO8epGnLXlRhMvDFumDtJt2Np4KEo8YcaKeijaTSLaI4VEJ_JWfuX5Zsjx1EuI5827xNqBaH82vYF0BZ183yyDD4gKHZjD7aTCb-KTKMaBLtxqvZH6yaIqtpYLtxnTcY2GATStqFN5GGZqblF6P1-Sd9YY3t-jdIJ9u2iXUAfCi5MUlBv2gO7jauBCWaMlXec11s9LjR5yOkXjtyjUqxPwZgIFxPZkr0aE.StGLrcddJt7CDEl_L6VKPmrSBoQS4s9B5kW4_wJGXLI%26dib_tag%3Dse%26keywords%3DGPU%26qid%3D1763012186%26sr%3D8-97-spons%26aref%3D2kMiIGx3Vb%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=2kMiIGx3Vb&sp_cr=ZAZ
