Title,Rating,M.R.P(₹),Price(₹),Discount,URL
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 16GB Unified Memory, 512GB) - Midnight",4.6 out of 5 stars,"1,19,900","1,12,900",6 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY3MjE2MTIxNDY4ODU2OjE3NjMwMTA5Njk6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ3MDMyOjowOjo&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZD8QJBH%2Fref%3Dsr_1_81_sspa%3Fdib%3DeyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010969%26sr%3D8-81-spons%26aref%3DlbX7tqoq7a%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=lbX7tqoq7a&sp_cr=ZAZ
"Dell 15 Intel Core i5 13th Gen - 1334U, 16GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Grey, 1.66kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop",3.7 out of 5 stars,"72,598","52,748",27 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY3MjE2MTIxNDY4ODU2OjE3NjMwMTA5Njk6c3BfYXRmX25leHQ6MzAwNzY0MDM2NDE4MjMyOjowOjo&url=%2FDell-Intel-Core-13th-Gen%2Fdp%2FB0D2Y1BLDT%2Fref%3Dsr_1_82_sspa%3Fdib%3DeyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010969%26sr%3D8-82-spons%26aref%3D2wLeEr8099%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=2wLeEr8099&sp_cr=ZAZ
"Lenovo 15 (2025), AMD Ryzen 5 7520U Quad Core - (16 GB/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.6 kg/MS Office 2021",4.4 out of 5 stars,"78,690","37,990",52 %,https://www.amazon.in/Lenovo-15-Ryzen-7520U-Quad/dp/B0FG8GGV6S/ref=sr_1_83?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-83
"ASUS Vivobook 15, Smartchoice,Intel Core i5 13th Gen 13420H,16GB RAM, 512GB SSD, FHD 15.6"",Windows 11, Office Home 2024, Quiet Blue, 1.70 kg, X1502VA-BQ836WS,Intel UHD iGPU, M365 Basic (1Year)* Laptop",4.1 out of 5 stars,"69,990","55,990",20 %,https://www.amazon.in/ASUS-Vivobook-i5-13420H-Keyboard-X1502VA-BQ836WS/dp/B0DTYKLHYC/ref=sr_1_84?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-84
"ASUS Gaming V16 (2025) 14th Gen,Intel Core 7 240H Gaming Laptop (RTX 4050-6GB/16GB RAM/512GB SSD/Windows 11 Home/16/144Hz/M365*/Office Home 2024, Matte Black,1.95 Kg),V3607VU-RP275WS",4.0 out of 5 stars,"1,13,990","88,990",22 %,https://www.amazon.in/ASUS-Gaming-Windows-Graphics-V3607VU-RP275WS/dp/B0DSHXWLNW/ref=sr_1_85?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-85
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (24GB RAM/1TB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg), 83K100PLIN",4.3 out of 5 stars,"87,990","62,890",29 %,https://www.amazon.in/Lenovo-IdeaPad-i5-13420H-Keyboard-83K100PLIN/dp/B0FCY7BTCX/ref=sr_1_86?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-86
"EDNITA Mini Laptop Stand for Desk | Portable Metal PC Desk Stand, Aluminium Cooling Pad Mini Clip Compatible with MacBook Apple Laptop, Lenovo, Dell, Hp, Acer & Other Laptops Pack of-2 (Silver)",4.4 out of 5 stars,999,197,80 %,https://www.amazon.in/EDNITA-Portable-Aluminium-Cooling-Compatible/dp/B0D7Z944C7/ref=sr_1_87?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-87
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",4.1 out of 5 stars,"82,789","49,999",40 %,https://www.amazon.in/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0D143SJ9R/ref=sr_1_88?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-88
"HP 15, Intel Core Ultra 5 125H, 12 Tops (16GB DDR5, 512GB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic* Office24, Silver, 1.65kg, fd1254TU, Intel Graphics, FHD Camera w/Shutter, AI Powered Laptop",3.9 out of 5 stars,"83,034","66,990",19 %,https://www.amazon.in/HP-Office24-fd1254TU-Graphics-Shutter/dp/B0F5B2X1SD/ref=sr_1_89?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-89
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",1.0 out of 5 stars,"1,00,990","45,980",54 %,https://www.amazon.in/Lenovo-14-Intel-Core-13420H/dp/B0FRYKL1S5/ref=sr_1_90?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-90
"Lenovo IdeaPad Slim 5, AMD Ryzen AI 7 350, 24GB RAM, 1TB SSD, WUXGA OLED 14""(35.5cm), Win11, Office Home'24, Grey, 1.4Kg, 83HX001NIN, Copilot+ PC, Backlit Keyboard, 1Yr ADP Free AI Powered Laptop",3.5 out of 5 stars,"1,25,890","86,231",32 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY3MjE2MTIxNDY4ODU2OjE3NjMwMTA5Njk6c3BfbXRmOjMwMDc4MDA3NjE1NzYzMjo6MDo6&url=%2FLenovo-IdeaPad-83HX001NIN-Copilot-Keyboard%2Fdp%2FB0F4XHB911%2Fref%3Dsr_1_91_sspa%3Fdib%3DeyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010969%26sr%3D8-91-spons%26aref%3DgF5bhivy23%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=gF5bhivy23&sp_cr=ZAZ
"Dell 15DC15250, Intel Core i5 13th Gen - 1334U, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Silver, 1.62kg, Backlit Keyboard, 15 Month McAfee, Thin & Light Laptop",3.9 out of 5 stars,"78,409","59,990",23 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY3MjE2MTIxNDY4ODU2OjE3NjMwMTA5Njk6c3BfbXRmOjMwMDQ3Mzg4MjgzNDAzMjo6MDo6&url=%2FDell-15DC15250-Intel-Core-13th%2Fdp%2FB0DSFQZTVW%2Fref%3Dsr_1_92_sspa%3Fdib%3DeyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010969%26sr%3D8-92-spons%26aref%3DufQ3LHEYRB%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=ufQ3LHEYRB&sp_cr=ZAZ
"Primebook 2 Max 2025 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI",4.5 out of 5 stars,"34,990","20,990",40 %,https://www.amazon.in/Primebook-Storage-15-6-Inch-MediaTek-Keyboard/dp/B0FFMQB3KL/ref=sr_1_93?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-93
"Lenovo IdeaPad Slim 3, Intel Core i3 13th Gen 1315U, 8GB RAM, 512GB SSD, FHD 15.6""(39.6cm), Windows 11, Office 2024, Grey, 1.6Kg, 82X700G5IN, Alexa Built-in, 1Yr ADP Free, 3 Month Game Pass Laptop",4.0 out of 5 stars,"53,790","37,990",29 %,https://www.amazon.in/Lenovo-IdeaPad-39-6cm-Windows-82X700G5IN/dp/B0F8QFMXJ7/ref=sr_1_94?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-94
"Tizum Ergonomic Laptop Sand Riser/iPad Holder with 7 Adjustable Angles| Imported-CNC Cut, Fully Foldable & Portable| Premium Aluminum, Sturdy Base, Fast Heat Dissipation| for Laptops 15.6” (Black)",4.9 out of 5 stars,399,349,13 %,https://www.amazon.in/Ergonomic-Adjustable-Foldable-Portable-Dissipation/dp/B0FPMHKJPL/ref=sr_1_95?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-95
"HP 15, 13th Gen Intel Core i5-1335U (16GB DDR4, 1TB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver, 1.59kg, FD0552TU, Iris Xe, FHD Camera w/Shutter, Backlit Laptop",3.8 out of 5 stars,"76,901","58,990",23 %,https://www.amazon.in/HP-i5-1334U-Anti-Glare-Micro-Edge-FD0552TU/dp/B0F671GG5M/ref=sr_1_96?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-96
"Lenovo ThinkBook 16 AMD Ryzen 5 7535HS (16GB RAM/512GB SSD/Win 11 Home/Office 2024/Backlit Keyboard/Fingerprint) 16"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.7kg, 21MWA0BSIN",3.8 out of 5 stars,"87,800","46,990",46 %,https://www.amazon.in/Lenovo-ThinkBook-Fingerprint-Aluminium-21MWA0BSIN/dp/B0DZJ262NX/ref=sr_1_97?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-97
"Lenovo IdeaPad Slim 3, Intel Core i7-13620H, 13th Gen, 16GB RAM, 512GB SSD, FHD IPS 300 Nits, 15""/38.1cm, Windows 11, MSOffice 21, Grey, 1.6Kg, 83EM008GIN,1Yr ADP Free,Alexa Built-in Laptop",4.1 out of 5 stars,"95,000","66,600",30 %,https://www.amazon.in/Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_98?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-98
"ASUS Vivobook 16, Intel Core i5-12500H, 16GB RAM, 512GB SSD, FHD+ 60Hz 300Nits, 16"", Windows 11, MS Office Home, Transparent Silver, 1.88KG, X1605ZAC-MB541WS, Fingerprint, 42Whr Battery Laptop",4.1 out of 5 stars,"68,990","51,990",25 %,https://www.amazon.in/ASUS-i5-12500H-Fingerprint-Transparent-X1605ZAC-MB541WS/dp/B0DGLCTZXX/ref=sr_1_99?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-99
"HP 14 245 G10 (2025), AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg MS Office 2021",3.8 out of 5 stars,"48,000","30,490",36 %,https://www.amazon.in/HP-14-Ryzen-7520U-Quad/dp/B0F6V25PSC/ref=sr_1_100?dib=eyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784&dib_tag=se&keywords=Laptop&qid=1763010969&sr=8-100
"HP Pavilion, Intel Core Ultra 5-125U Ai Powered Laptop (16GB RAM, 512GB SSD) IPS, 2K, WUXGA, Anti-Glare, 16""/40cm, Win 11, Office 2021, Silver, 1.77Kg, Intel Graphics, FHD Camera, af0015TU",3.5 out of 5 stars,"89,356","71,490",20 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY3MjE2MTIxNDY4ODU2OjE3NjMwMTA5Njk6c3BfYnRmOjMwMDc4MDA3NjE1ODAzMjo6MDo6&url=%2FHP-Pavilion-Enhanced-Graphics-af0015TU%2Fdp%2FB0D268HBQY%2Fref%3Dsr_1_101_sspa%3Fdib%3DeyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010969%26sr%3D8-101-spons%26aref%3DSV71E2UJ2a%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=SV71E2UJ2a&sp_cr=ZAZ
"HP Smartchoice OmniBook 5 (Previously Pavilion) 50 Tops, AMD Ryzen AI 5 340 (16GB LPDDR5X, 512GB SSD) WUXGA 2K, 16''/40.6cm, Win11, Office24, Silver, 1.79kg, ag1037au, Next Gen AI Copilot+ Laptop",4.2 out of 5 stars,"85,965","65,563",24 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY3MjE2MTIxNDY4ODU2OjE3NjMwMTA5Njk6c3BfYnRmOjMwMDc4MDA3NjE1NzQzMjo6MDo6&url=%2FHP-Smartchoice-OmniBook-Previously-Pavilion%2Fdp%2FB0F3HQKGMN%2Fref%3Dsr_1_102_sspa%3Fdib%3DeyJ2IjoiMSJ9.AzXudXGuCzK5L5Krybq7uWLDA4kuZtVwctWnlE9AmTVgPJvAZC_3JzbFQg5C7TvhIv2D4Q6kWNv1nrIFgF4YAMrDcL7M_Gc31e0znox6iAnPzOVwcDGEh2RjvgYmktiMVflXovOT4ObzEDaEJ7QnJEc4gB8XKmC_0dHclQaS6od6SBJotCm8RcRSlcozojkkgpWzcm2yEtXFCydMFGkrCeSGg5hJabjJGSMU1LzOjYw.AmWZZj83MawkIaJhSNThmvWPVWNKxYaRADyxnUdy784%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010969%26sr%3D8-102-spons%26aref%3Dn2hXMDFImx%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=n2hXMDFImx&sp_cr=ZAZ
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver",4.6 out of 5 stars,"99,900","94,990",5 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjQ2NDYyNTU2ODgyNzExOjE3NjMwMTA5NzY6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ3NzMyOjowOjo&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDX3JF4%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.AB90_vW68w7XyXnJDo-buxe23qUjbTSEI-5aDOy9YWSJwGs50Q52VGfj7_oxlpeYdG_X6mKgPOrRGiJ4DGTdFCczQULicbzgG6c3R1PZvRiUYR74JMgnfKqAsRfSkbSidUFsyoMvMgcbSD-8gK8bKXnh4-C6CiomMyju3CptN3CYNcTVdS7o5bpoDqu-7a1VzxSyR4EXL27xjDjUFsL2wJycLUXShH9wpPZqsA96Tgg.3Yxfxau9BnIEUadSWbb3SEqjX7dpTJVoZNDDjSfc8Mk%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010976%26sr%3D8-97-spons%26aref%3D3PwmGseZ5X%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=3PwmGseZ5X&sp_cr=ZAZ
