Title,Rating,M.R.P(₹),Price(₹),Discount,URL
"CLAW Lift Pro X11 Laptop Stand with 360° Rotating Base, Multi-Angle Adjustment, Heavy-Duty Steel Frame, Anti-Slip Silicone Pads, Foldable Design, Supports Up to 17-Inch Laptops & 8KG Load – Black",4.6 out of 5 stars,"1,490",890,40 %,https://www.amazon.in/CLAW-X11-Multi-Angle-Adjustment-Heavy-Duty/dp/B0FL76H95W/ref=sr_1_161?dib=eyJ2IjoiMSJ9.0HXflAw8F1MIwhH6gTWj4RvDeGl5C3LTQxzu75-S_mjNZ49PTU-8vTdQqXm_26NWC-kmAYSMGlIsINAAQlApiKg8fVzD_YnsqKiMIEA0UZfXA6UrmMMARhJAkPKkHMwBiPDs5gYFe6oR72XrM2OB5wHiptAQVOcdFQoAyL-ONQszMsxT9CHdbH7PRtge_IoHDNZLPnbLqTCvvNdFtSubjKThg-8ECpeCZt7mry9ipqs.99SYosOV07vROj_kR0bUmlhOi1MCLN_aQIpIQoFtLro&dib_tag=se&keywords=Laptop&qid=1763010994&sr=8-161
"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",4.4 out of 5 stars,"1,135",745,34 %,https://www.amazon.in/Logitech-M235-Wireless-Mouse-Blue/dp/B008QS8PJG/ref=sr_1_162?dib=eyJ2IjoiMSJ9.0HXflAw8F1MIwhH6gTWj4RvDeGl5C3LTQxzu75-S_mjNZ49PTU-8vTdQqXm_26NWC-kmAYSMGlIsINAAQlApiKg8fVzD_YnsqKiMIEA0UZfXA6UrmMMARhJAkPKkHMwBiPDs5gYFe6oR72XrM2OB5wHiptAQVOcdFQoAyL-ONQszMsxT9CHdbH7PRtge_IoHDNZLPnbLqTCvvNdFtSubjKThg-8ECpeCZt7mry9ipqs.99SYosOV07vROj_kR0bUmlhOi1MCLN_aQIpIQoFtLro&dib_tag=se&keywords=Laptop&qid=1763010994&sr=8-162
"BARROT TV & Laptop Screen Cleaner (500ml) | Designed for LED/OLED/QLED/Plasma/LCD Displays | New Non-Alcohol Formula, Anti-Static, Safe for All Screens | Plush Microfiber Included",4.3 out of 5 stars,699,399,43 %,https://www.amazon.in/BARROT-Universal-Macbooks-Monitors-Microfiber/dp/B0BXPVJF2Y/ref=sr_1_163?dib=eyJ2IjoiMSJ9.0HXflAw8F1MIwhH6gTWj4RvDeGl5C3LTQxzu75-S_mjNZ49PTU-8vTdQqXm_26NWC-kmAYSMGlIsINAAQlApiKg8fVzD_YnsqKiMIEA0UZfXA6UrmMMARhJAkPKkHMwBiPDs5gYFe6oR72XrM2OB5wHiptAQVOcdFQoAyL-ONQszMsxT9CHdbH7PRtge_IoHDNZLPnbLqTCvvNdFtSubjKThg-8ECpeCZt7mry9ipqs.99SYosOV07vROj_kR0bUmlhOi1MCLN_aQIpIQoFtLro&dib_tag=se&keywords=Laptop&qid=1763010994&sr=8-163
OneAssist 2 Years Total Protection Plan for Laptop Between INR 40001-50000 (E-Mail Delivery Only),3.6 out of 5 stars,"4,598","2,299",50 %,https://www.amazon.in/OneAssist-Protection-Between-40001-50000-Delivery/dp/B0CM7GMTL9/ref=sr_1_164?dib=eyJ2IjoiMSJ9.0HXflAw8F1MIwhH6gTWj4RvDeGl5C3LTQxzu75-S_mjNZ49PTU-8vTdQqXm_26NWC-kmAYSMGlIsINAAQlApiKg8fVzD_YnsqKiMIEA0UZfXA6UrmMMARhJAkPKkHMwBiPDs5gYFe6oR72XrM2OB5wHiptAQVOcdFQoAyL-ONQszMsxT9CHdbH7PRtge_IoHDNZLPnbLqTCvvNdFtSubjKThg-8ECpeCZt7mry9ipqs.99SYosOV07vROj_kR0bUmlhOi1MCLN_aQIpIQoFtLro&dib_tag=se&keywords=Laptop&qid=1763010994&sr=8-164
"HP 15, Intel Core Ultra 5 125H (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1354TU, Intel Arc Graphics, FHD Camera w/Shutter, AI Powered Laptop",3.9 out of 5 stars,"78,719","64,990",17 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTUyNTc5OTE0NjcxMDY1OjE3NjMwMTA5OTU6c3BfYnRmOjMwMDgwOTQ2Nzk2MjIzMjo6MDo6&url=%2FHP-Office24-fd1354TU-Graphics-Shutter%2Fdp%2FB0F5B1N9SJ%2Fref%3Dsr_1_165_sspa%3Fdib%3DeyJ2IjoiMSJ9.0HXflAw8F1MIwhH6gTWj4RvDeGl5C3LTQxzu75-S_mjNZ49PTU-8vTdQqXm_26NWC-kmAYSMGlIsINAAQlApiKg8fVzD_YnsqKiMIEA0UZfXA6UrmMMARhJAkPKkHMwBiPDs5gYFe6oR72XrM2OB5wHiptAQVOcdFQoAyL-ONQszMsxT9CHdbH7PRtge_IoHDNZLPnbLqTCvvNdFtSubjKThg-8ECpeCZt7mry9ipqs.99SYosOV07vROj_kR0bUmlhOi1MCLN_aQIpIQoFtLro%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010994%26sr%3D8-165-spons%26aref%3DAS3xGjuclc%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=AS3xGjuclc&sp_cr=ZAZ
"Lenovo IdeaPad Slim 5, AMD Ryzen AI 7 350, 24GB RAM, 1TB SSD, WUXGA OLED 14""(35.5cm), Win11, Office Home'24, Grey, 1.4Kg, 83HX001NIN, Copilot+ PC, Backlit Keyboard, 1Yr ADP Free AI Powered Laptop",3.5 out of 5 stars,"1,25,890","86,231",32 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTUyNTc5OTE0NjcxMDY1OjE3NjMwMTA5OTU6c3BfYnRmOjMwMDc4MDA3NjE1NzYzMjo6MDo6&url=%2FLenovo-IdeaPad-83HX001NIN-Copilot-Keyboard%2Fdp%2FB0F4XHB911%2Fref%3Dsr_1_166_sspa%3Fdib%3DeyJ2IjoiMSJ9.0HXflAw8F1MIwhH6gTWj4RvDeGl5C3LTQxzu75-S_mjNZ49PTU-8vTdQqXm_26NWC-kmAYSMGlIsINAAQlApiKg8fVzD_YnsqKiMIEA0UZfXA6UrmMMARhJAkPKkHMwBiPDs5gYFe6oR72XrM2OB5wHiptAQVOcdFQoAyL-ONQszMsxT9CHdbH7PRtge_IoHDNZLPnbLqTCvvNdFtSubjKThg-8ECpeCZt7mry9ipqs.99SYosOV07vROj_kR0bUmlhOi1MCLN_aQIpIQoFtLro%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763010994%26sr%3D8-166-spons%26aref%3DgF5bhivy23%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=gF5bhivy23&sp_cr=ZAZ
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Starlight",4.6 out of 5 stars,"99,900","91,900",8 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTE1MTAxMTcxNTE5ODkyOjE3NjMwMTEwMDA6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ3MzMyOjowOjo&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDC247V%2Fref%3Dsr_1_161_sspa%3Fdib%3DeyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011000%26sr%3D8-161-spons%26aref%3DVn4tgZoBrX%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=Vn4tgZoBrX&sp_cr=ZAZ
"Apple 2025 MacBook Air (15-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 16GB Unified Memory, 256GB) - Sky Blue",4.6 out of 5 stars,"1,24,900","1,19,490",4 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTE1MTAxMTcxNTE5ODkyOjE3NjMwMTEwMDA6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ4NTMyOjowOjo&url=%2FApple-MacBook-15-inch-10-core-Unified%2Fdp%2FB0DZDDK21R%2Fref%3Dsr_1_162_sspa%3Fdib%3DeyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011000%26sr%3D8-162-spons%26aref%3DOtF10tsLsV%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=OtF10tsLsV&sp_cr=ZAZ
HP F6V97AA#ACJ External USB DVD-RW Drive,4.3 out of 5 stars,"2,997","2,799",7 %,https://www.amazon.in/HP-F6V97AA-ACJ-External-DVD-RW/dp/B00MDI0TBC/ref=sr_1_163?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-163
"Acko 2 Year Extended Warranty Plan for Laptop Between INR 60,001-100,000 (Email delivery)",3.1 out of 5 stars,"9,198","4,599",50 %,https://www.amazon.in/Extended-Warranty-Between-001-100-delivery/dp/B0CFXFNWRY/ref=sr_1_164?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-164
"HP M120 Wireless Mouse, USB-A Nano Dongle, 2.4 Ghz Wireless Connection, 6 Buttons, Up to 1600 Dpi, Optical Sensor, Ergonomic Design, 12-Month Battery Life, 3-Year Warranty, 60G±5%, Black, 7J4G4Aa",3.6 out of 5 stars,960,549,43 %,https://www.amazon.in/HP-Wireless-Connection-Ergonomic-7J4G4AA/dp/B0827J11YM/ref=sr_1_165?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-165
"Lapster Laptop Camera Cover Webcam Cover Slider, Ultra Thin Slide Blocker for All Laptop PC Tablet (Pack of 6pcs)",4.3 out of 5 stars,299,99,67 %,https://www.amazon.in/Lapster-Laptop-Camera-Webcam-Blocker/dp/B09SQ57YKY/ref=sr_1_166?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-166
"PLIXIO Adjustable Laptop Stand with 360° Rotating Base Tabletop Ergonomic Foldable Portable Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Sliver) (A06)",4.4 out of 5 stars,"3,95,900","3,959",67 %,https://www.amazon.in/PLIXIO-Adjustable-Rotating-Ergonomic-Compatible/dp/B0CN2LGZ67/ref=sr_1_167?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-167
"Zebronics Zeb-Crystal Clear Web Camera, 0.3 MP with USB with 3P Lens,Built-in Microphone,Auto White Balance,Night Vision and Manual Switch for LED (Black)",3.2 out of 5 stars,"1,299",699,46 %,https://www.amazon.in/Zebronics-Zeb-Crystal-Clear-Microphone-Balance/dp/B08CSMM7RT/ref=sr_1_168?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-168
"Logitech M186 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous, Compatible with PC, Mac, Laptop",4.1 out of 5 stars,"1,195",599,50 %,https://www.amazon.in/Logitech-Wireless-Receiver-Ambidextrous-Compatible/dp/B0D18192T2/ref=sr_1_169?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-169
"External CD/DVD Drive for Laptop, USB 3.0 CD Burner +/-RW CD ROM External DVD Drive Portable DVD Player for Laptop Desktop PC Apple Mac Windows 11/10/8/7/XP Linux OS",4.2 out of 5 stars,"1,599",863,46 %,https://www.amazon.in/ORIGBELIE-External-Portable-Desktop-Windows/dp/B0C9DP3G86/ref=sr_1_170?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-170
"Dell 15 Intel Core i5 13th Gen - 1334U, 16GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Grey, 1.66kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop",3.7 out of 5 stars,"72,598","52,748",27 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTE1MTAxMTcxNTE5ODkyOjE3NjMwMTEwMDA6c3BfbXRmOjMwMDc2NDAzNjQxODIzMjo6MDo6&url=%2FDell-Intel-Core-13th-Gen%2Fdp%2FB0D2Y1BLDT%2Fref%3Dsr_1_171_sspa%3Fdib%3DeyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011000%26sr%3D8-171-spons%26aref%3D2wLeEr8099%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=2wLeEr8099&sp_cr=ZAZ
"Primebook 2 Max 2025 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI",4.5 out of 5 stars,"34,990","20,990",40 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTE1MTAxMTcxNTE5ODkyOjE3NjMwMTEwMDA6c3BfbXRmOjMwMDcwNjM5MjAxMDAzMjo6MDo6&url=%2FPrimebook-Storage-15-6-Inch-MediaTek-Keyboard%2Fdp%2FB0FFMQB3KL%2Fref%3Dsr_1_172_sspa%3Fdib%3DeyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011000%26sr%3D8-172-spons%26aref%3DzUANlRM61Y%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=zUANlRM61Y&sp_cr=ZAZ
"HUION HS64 Graphics Drawing Tablet Battery-Free Stylus Android Windows macOS with 6.3 x 4 inch Working Area Pen Tablet for Linux, Mac, Windows PC and Android (HS64, 6.3 x 4 inch), Black",4.2 out of 5 stars,"4,499","2,176",52 %,https://www.amazon.in/Graphics-Drawing-Battery-Free-Android-Windows/dp/B07P4MSJZ8/ref=sr_1_173?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-173
"Vantro 200W Car Power Inverter/Laptop Charger with 3 USB (6.2A Max) & 1 C Type(1 * 27WPD) Smart USB Ports, 2 AC Universal Outlets and 12V DC to 220V AC with QC3.0 Model P2",4.4 out of 5 stars,"5,999","2,399",60 %,https://www.amazon.in/Inverter-Charger-Universal-Outlets-Warranty/dp/B0C6KF5KX7/ref=sr_1_174?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-174
"eMeet 1080P Webcam-USB Webcam With Microphone & Physical Privacy Cover,Noise-Canceling Mic,Auto Light Correction,C950 Ultra Compact FHD Web Cam W/ 70°View For Meeting/Online Classes/Zoom/Youtube,Black",4.0 out of 5 stars,"2,590","1,890",27 %,https://www.amazon.in/eMeet-1080P-Webcam-Microphone-Noise-Canceling/dp/B0CP6BTQKR/ref=sr_1_175?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-175
"Lenovo 300 Wireless Compact Mouse, 1000 DPI Optical sensor, 2.4GHz Wireless Nano USB, 10m range, 3-button(left,right,scroll) upto 3M left/right clicks & 1yr battery, Ambidextrous, Ergonomic GX30K79401",4.2 out of 5 stars,,699,0 %,https://www.amazon.in/Lenovo-Wireless-Compact-Mouse-GX30K79401/dp/B01EFVDDH6/ref=sr_1_176?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-176
HP Zbook 230W Slim Smart 4.5mm AC Adapter (R-41012327),4.2 out of 5 stars,"9,276","2,799",70 %,https://www.amazon.in/HP-Original-Travel-Adapter-65W-X7W50AA/dp/B079KD7L59/ref=sr_1_177?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-177
KLIM Tempest - Laptop Cooler with Vacuum Fan - New - Innovative Design for Rapid Cooling - Temperature Detection - Automatic/Manual Mode - 4000 RPM Compatible with Laptop Cooling Pads Steam Deck,4.3 out of 5 stars,"12,326","7,200",42 %,https://www.amazon.in/Innovative-Temperature-Detection-Automatic-Compatible/dp/B08P8JCBB7/ref=sr_1_178?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-178
"boAt EnergyShroom PB600 PowerPulse 27000mAh Power Bank| 160W Total Output, 2xUSB-C (2-Way Port), 2xUSB-A Port, 100W Type-C to C Cable, Compatible w/Laptop, Smartphone, Tablets Earphone,Watch(Gunmetal)",3.8 out of 5 stars,"11,999","4,499",63 %,https://www.amazon.in/boAt-EnergyShroom-PB600-PowerPulse-Compatible/dp/B0DK3DVJDR/ref=sr_1_179?dib=eyJ2IjoiMSJ9.MRC9guvNcHuWjrZiRgtJX8HlqLg8GuPzpCo9mzEo933Q1SC87BwBu1xCfOtRu95GiHkoO6I_xwj0P1Yim28b9A0ToodIIf7n0semZNFuOVSm9J3_6SPtE2FUhi-zEuXPl6o9Xkaur1zBMJfyYQmPrImRZTIJHul8MkmgovMZtoqFY8Sxla6x2P512ph5KS5sxq-yZf_LOOUM86vR2HB_Qx3W-lFw23gLfFo6Ml29pBc.7y0w0JGuckfbIZTIxo4cGv7Y_unbuQUDIsRRY3oM3Kk&dib_tag=se&keywords=Laptop&qid=1763011000&sr=8-179
